fund_id,asset_class,month,monthly_return,benchmark_return,active_return,avg_aum,month_end_nav,anomaly_count,sharpe_ratio
PAM0001,Equity,2023-09,0.010878,0.000442,0.010436,781900594.7,18.546,0,0.0499
PAM0001,Equity,2023-10,0.027822,0.043348,-0.015526,811391834.04,18.0935,1,0.1633
PAM0001,Equity,2023-11,0.044939,0.063933,-0.018994,831568814.96,18.8918,0,0.2198
PAM0001,Equity,2023-12,0.136694,0.155874,-0.01918,905758771.96,21.6139,0,0.6669
PAM0001,Equity,2024-01,0.051641,0.061333,-0.009692,1005481405.83,22.7389,0,0.3694
PAM0001,Equity,2024-02,0.086725,0.093576,-0.006851,1052305973.14,24.7621,0,0.4771
PAM0001,Equity,2024-03,0.130869,0.15135,-0.020481,1148955928.98,28.195,0,1.0274
PAM0001,Equity,2024-04,-0.005304,0.007868,-0.013172,1250392383.01,28.0253,0,-0.0398
PAM0001,Equity,2024-05,-0.016183,-0.0258,0.009617,1243689319.32,27.5518,0,-0.1165
PAM0001,Equity,2024-06,-0.005011,-0.011189,0.006178,1230799753.77,27.3822,0,-0.0286
PAM0001,Equity,2024-07,-0.000179,-0.006578,0.006399,1217397408.45,27.345,0,-0.0011
PAM0001,Equity,2024-08,0.1626,0.159615,0.002985,1320182303.84,30.5067,1,0.9132
PAM0001,Equity,2024-09,0.099437,0.08964,0.009797,1450037035.32,33.6331,0,0.4863
PAM0001,Equity,2024-10,0.061948,0.072625,-0.010677,1599196919.42,35.7288,0,0.3414
PAM0001,Equity,2024-11,0.045494,0.033325,0.012169,1680334040.4,39.1801,1,0.2007
PAM0001,Equity,2024-12,0.055871,0.057368,-0.001497,1809703248.19,41.3682,0,0.2984
PAM0002,Equity,2020-01,-0.041828,-0.031225,-0.010603,1262010432.67,161.9932,0,-0.2824
PAM0002,Equity,2020-02,0.012721,-0.014941,0.027662,1234446782.75,163.8761,0,0.0727
PAM0002,Equity,2020-03,-0.050671,-0.039857,-0.010814,1202521574.74,147.807,1,-0.3023
PAM0002,Equity,2020-04,-0.129143,-0.126993,-0.00215,1088035864.88,129.6743,0,-0.7206
PAM0002,Equity,2020-05,-0.003045,-0.01833,0.015285,982888822.22,129.0198,0,-0.0135
PAM0002,Equity,2020-06,-0.002102,-0.035536,0.033434,1009253861.04,128.5164,0,-0.0101
PAM0002,Equity,2020-07,0.071184,0.077591,-0.006407,1043378772.92,144.5438,1,0.3065
PAM0002,Equity,2020-08,0.041963,0.006824,0.035139,1158298283.25,150.4334,0,0.187
PAM0002,Equity,2020-09,0.058694,0.072811,-0.014117,1167199986.85,159.2622,0,0.3
PAM0002,Equity,2020-10,0.010016,0.024653,-0.014637,1229857040.26,152.5496,1,0.0482
PAM0002,Equity,2020-11,-0.029255,-0.024005,-0.00525,1204947160.39,147.9985,0,-0.1836
PAM0002,Equity,2020-12,-0.035823,-0.042612,0.006789,1184900169.74,142.6136,0,-0.2152
PAM0002,Equity,2021-01,0.047492,0.029881,0.017611,1169722941.44,149.3726,0,0.2807
PAM0002,Equity,2021-02,0.006339,-0.024618,0.030957,1202484810.1,150.1728,0,0.0389
PAM0002,Equity,2021-03,0.02051,0.03677,-0.01626,1208593474.97,153.0815,0,0.1183
PAM0002,Equity,2021-04,0.061883,0.054033,0.00785,1312339669.35,162.6036,0,0.3308
PAM0002,Equity,2021-05,-0.023565,-0.026729,0.003164,1308616069.54,158.6385,0,-0.1411
PAM0002,Equity,2021-06,0.019643,0.029167,-0.009524,1275857309.0,161.5584,0,0.1071
PAM0002,Equity,2021-07,-0.081472,-0.104568,0.023096,1246398660.2,148.763,0,-0.5586
PAM0002,Equity,2021-08,0.047338,0.056965,-0.009627,1228250059.93,155.8193,0,0.3136
PAM0002,Equity,2021-09,0.041467,0.046473,-0.005006,1281441458.84,162.192,0,0.2296
PAM0002,Equity,2021-10,0.043052,0.028261,0.014791,1342947377.14,169.1884,0,0.3075
PAM0002,Equity,2021-11,0.037845,0.036956,0.000889,1416790468.97,175.3945,0,0.1826
PAM0002,Equity,2021-12,0.001612,0.019024,-0.017412,1449464828.23,175.3805,0,0.0082
PAM0002,Equity,2022-01,0.017199,0.009882,0.007317,1416233795.24,178.0311,0,0.0734
PAM0002,Equity,2022-02,-0.010048,-0.023187,0.013139,1395489559.05,176.0632,0,-0.06
PAM0002,Equity,2022-03,-0.039991,-0.037894,-0.002097,1391185721.8,168.8491,0,-0.1964
PAM0002,Equity,2022-04,-0.049844,-0.047294,-0.00255,1327378758.09,160.2984,0,-0.22
PAM0002,Equity,2022-05,-0.069432,-0.080427,0.010995,1242866283.86,149.2822,0,-0.3524
PAM0002,Equity,2022-06,0.038065,0.054906,-0.016841,1238602261.48,154.8879,0,0.2262
PAM0002,Equity,2022-07,0.002815,-0.028663,0.031478,1281878287.01,155.2232,0,0.022
PAM0002,Equity,2022-08,0.018373,0.031857,-0.013484,1306960994.88,157.8085,0,0.0895
PAM0002,Equity,2022-09,0.083506,0.064145,0.019361,1372523184.24,171.351,0,0.5338
PAM0002,Equity,2022-10,-0.033867,-0.069417,0.03555,1415562272.23,173.5666,1,-0.1496
PAM0002,Equity,2022-11,0.043871,0.048288,-0.004417,1410575999.76,181.1261,0,0.259
PAM0002,Equity,2022-12,0.05924,0.062432,-0.003192,1468031917.27,191.8934,0,0.3204
PAM0002,Equity,2023-01,0.054866,0.060922,-0.006056,1541057481.41,202.4801,0,0.3375
PAM0002,Equity,2023-02,-0.026157,-0.038524,0.012367,1599618711.98,206.7347,1,-0.1192
PAM0002,Equity,2023-03,0.081352,0.077835,0.003517,1617571369.83,223.6879,0,0.3469
PAM0002,Equity,2023-04,-0.053769,-0.051096,-0.002673,1603478538.69,211.7415,0,-0.3243
PAM0002,Equity,2023-05,-0.042481,-0.045937,0.003456,1544975625.4,202.6104,0,-0.2248
PAM0002,Equity,2023-06,-0.093402,-0.10222,0.008818,1450628013.06,184.3757,0,-0.718
PAM0002,Equity,2023-07,0.101394,0.097299,0.004095,1398840628.06,213.8718,1,0.5135
PAM0002,Equity,2023-08,0.109261,0.087665,0.021596,1649565254.21,238.0067,0,0.4982
PAM0002,Equity,2023-09,-0.028527,-0.021745,-0.006782,1654200356.12,230.7579,0,-0.1166
PAM0002,Equity,2023-10,0.039868,0.02721,0.012658,1652290502.82,251.9212,1,0.2743
PAM0002,Equity,2023-11,-0.014985,0.003613,-0.018598,1643404757.15,247.7948,0,-0.0781
PAM0002,Equity,2023-12,0.067607,0.069184,-0.001577,1670705009.08,264.6086,0,0.3112
PAM0002,Equity,2024-01,-0.028246,-0.029781,0.001535,1682362842.7,256.8,0,-0.144
PAM0002,Equity,2024-02,-0.015426,0.020455,-0.035881,1665339859.34,252.6134,0,-0.0968
PAM0002,Equity,2024-03,-0.01637,-0.020078,0.003708,1665423680.62,248.205,0,-0.0929
PAM0002,Equity,2024-04,0.031347,0.044751,-0.013404,1657179881.4,255.7561,0,0.174
PAM0002,Equity,2024-05,-0.077349,-0.091535,0.014186,1559410857.61,236.2785,0,-0.3879
PAM0002,Equity,2024-06,0.063618,0.063975,-0.000357,1560133390.98,251.454,0,0.3467
PAM0002,Equity,2024-07,-0.075488,-0.066664,-0.008824,1535811113.26,232.773,0,-0.3977
PAM0002,Equity,2024-08,0.040444,0.018979,0.021465,1610475407.09,242.0382,0,0.2219
PAM0002,Equity,2024-09,0.011523,0.020326,-0.008803,1553837981.44,244.4204,0,0.0552
PAM0002,Equity,2024-10,0.028423,0.038085,-0.009662,1600435208.56,250.935,0,0.1292
PAM0002,Equity,2024-11,0.044849,0.042267,0.002582,1632550449.68,262.1486,0,0.2702
PAM0002,Equity,2024-12,0.140926,0.128535,0.012391,1810860433.66,301.2586,0,0.7588
PAM0003,Equity,2020-01,-0.009116,-0.010577,0.001461,1147216833.25,38.8523,0,-0.0492
PAM0003,Equity,2020-02,-0.060257,-0.0583,-0.001957,1095243493.11,36.5466,0,-0.407
PAM0003,Equity,2020-03,-0.032219,-0.024247,-0.007972,1007271475.69,35.3606,0,-0.2405
PAM0003,Equity,2020-04,-0.088522,-0.086473,-0.002049,989350616.14,32.3211,0,-0.5317
PAM0003,Equity,2020-05,0.001006,-0.012001,0.013007,936898856.16,32.3321,0,0.0078
PAM0003,Equity,2020-06,-0.036674,-0.051742,0.015068,907239478.4,29.5743,1,-0.2213
PAM0003,Equity,2020-07,0.035572,0.048532,-0.01296,919270821.23,30.6251,0,0.2946
PAM0003,Equity,2020-08,-0.031768,-0.052971,0.021203,901904510.77,29.6231,0,-0.1649
PAM0003,Equity,2020-09,0.000128,0.009508,-0.00938,890297619.07,29.5877,0,0.0007
PAM0003,Equity,2020-10,-0.003992,0.007229,-0.011221,913733747.74,29.3927,0,-0.0158
PAM0003,Equity,2020-11,-0.000876,0.009656,-0.010532,923298625.29,29.3353,0,-0.0053
PAM0003,Equity,2020-12,0.131668,0.135499,-0.003831,987449200.97,35.0634,1,0.658
PAM0003,Equity,2021-01,0.075979,0.078492,-0.002513,1056655861.5,37.7502,0,0.3358
PAM0003,Equity,2021-02,0.073321,0.071027,0.002294,1159303380.05,40.5147,0,0.2834
PAM0003,Equity,2021-03,0.021487,0.007819,0.013668,1193847736.2,41.3426,0,0.1273
PAM0003,Equity,2021-04,0.090537,0.108764,-0.018227,1295061978.77,45.2089,0,0.5961
PAM0003,Equity,2021-05,0.158314,0.142586,0.015728,1442783402.53,52.8545,0,0.8151
PAM0003,Equity,2021-06,-0.008456,-0.025778,0.017322,1543388960.53,52.3213,0,-0.0421
PAM0003,Equity,2021-07,-0.020066,-0.015765,-0.004301,1517953750.44,51.1891,0,-0.097
PAM0003,Equity,2021-08,0.056156,0.050414,0.005742,1548171816.01,54.0763,0,0.3288
PAM0003,Equity,2021-09,0.102656,0.108954,-0.006298,1661850088.76,59.8119,0,0.5207
PAM0003,Equity,2021-10,-0.037601,-0.02846,-0.009141,1713724914.14,57.5305,0,-0.2116
PAM0003,Equity,2021-11,-0.011065,-0.03321,0.022145,1684273690.28,54.0007,1,-0.0728
PAM0003,Equity,2021-12,0.00881,0.019832,-0.011022,1718150570.71,54.4067,0,0.0508
PAM0003,Equity,2022-01,-0.046826,-0.06754,0.020714,1661546852.05,51.8546,0,-0.2742
PAM0003,Equity,2022-02,0.074115,0.093593,-0.019478,1706686810.39,55.7602,0,0.3876
PAM0003,Equity,2022-03,-0.017845,-0.035213,0.017368,1747349861.68,54.6922,0,-0.0967
PAM0003,Equity,2022-04,-0.057994,-0.075847,0.017853,1669824892.79,51.5546,0,-0.3663
PAM0003,Equity,2022-05,0.004055,0.021818,-0.017763,1616891263.65,51.6974,0,0.023
PAM0003,Equity,2022-06,0.012061,0.006151,0.00591,1670637956.72,52.2456,0,0.0635
PAM0003,Equity,2022-07,-0.062824,-0.051929,-0.010895,1575877646.15,49.0096,0,-0.393
PAM0003,Equity,2022-08,0.017662,0.02203,-0.004368,1564055777.91,49.7959,0,0.0883
PAM0003,Equity,2022-09,-0.05719,-0.055195,-0.001995,1522110826.79,49.2945,1,-0.2883
PAM0003,Equity,2022-10,0.099383,0.089634,0.009749,1583855776.47,54.3156,0,0.4243
PAM0003,Equity,2022-11,-0.080906,-0.0629,-0.018006,1545768389.82,50.059,0,-0.7038
PAM0003,Equity,2022-12,0.043114,0.057849,-0.014735,1496922794.16,52.196,0,0.2471
PAM0003,Equity,2023-01,0.035511,0.048509,-0.012998,1587698912.58,54.0162,0,0.208
PAM0003,Equity,2023-02,0.040519,0.023966,0.016553,1663781926.7,56.1982,0,0.2658
PAM0003,Equity,2023-03,0.047875,0.02357,0.024305,1694356926.7,58.8491,0,0.239
PAM0003,Equity,2023-04,-0.016108,-0.006594,-0.009514,1691847684.33,57.7991,0,-0.072
PAM0003,Equity,2023-05,0.047075,0.036493,0.010582,1751631628.57,60.4743,0,0.2325
PAM0003,Equity,2023-06,0.098928,0.102008,-0.00308,1820507203.3,70.0208,1,0.6623
PAM0003,Equity,2023-07,0.016873,0.019833,-0.00296,1977335654.31,71.1282,0,0.0979
PAM0003,Equity,2023-08,-0.054099,-0.047542,-0.006557,1930147222.12,67.2886,0,-0.3111
PAM0003,Equity,2023-09,0.013314,-0.005881,0.019195,1889248093.61,68.1502,0,0.1099
PAM0003,Equity,2023-10,0.032947,0.03803,-0.005083,1920223922.96,70.2989,0,0.1548
PAM0003,Equity,2023-11,0.001119,0.010767,-0.009648,1946791137.23,70.3138,0,0.0076
PAM0003,Equity,2023-12,0.060367,0.07756,-0.017193,1965239132.92,74.6049,0,0.3715
PAM0003,Equity,2024-01,0.01124,-0.001376,0.012616,2116226170.04,75.3573,0,0.0676
PAM0003,Equity,2024-02,0.065395,0.065687,-0.000292,2158284436.67,80.3389,0,0.3634
PAM0003,Equity,2024-03,0.076165,0.081061,-0.004896,2320769160.96,86.5228,0,0.3486
PAM0003,Equity,2024-04,-0.035922,-0.034665,-0.001257,2309318740.99,83.3048,0,-0.166
PAM0003,Equity,2024-05,-0.099745,-0.117185,0.01744,2165838918.58,75.2852,0,-0.5889
PAM0003,Equity,2024-06,0.004376,-0.01671,0.021086,2101732284.35,75.5138,0,0.0232
PAM0003,Equity,2024-07,-0.035943,-0.047867,0.011924,1995122908.44,72.715,0,-0.1773
PAM0003,Equity,2024-08,0.006881,0.021573,-0.014692,2054353901.23,73.1039,0,0.0357
PAM0003,Equity,2024-09,-0.063828,-0.054283,-0.009545,1884726896.9,68.4401,0,-0.2846
PAM0003,Equity,2024-10,0.013485,0.017121,-0.003636,1909574562.1,69.3007,0,0.0895
PAM0003,Equity,2024-11,0.09259,0.101396,-0.008806,1995459089.39,72.1694,1,0.7996
PAM0003,Equity,2024-12,0.036019,0.032415,0.003604,2124085064.39,74.7013,0,0.1889
PAM0004,Equity,2020-01,-0.047769,-0.04548,-0.002289,606688943.26,17.6231,0,-0.3789
PAM0004,Equity,2020-02,0.070865,0.075522,-0.004657,626959306.45,18.8999,0,0.4867
PAM0004,Equity,2020-03,0.00496,0.012628,-0.007668,623415799.9,18.9663,0,0.0267
PAM0004,Equity,2020-04,-0.03116,-0.033322,0.002162,619814076.09,18.3514,0,-0.1505
PAM0004,Equity,2020-05,0.032365,0.028145,0.00422,620523601.59,18.9359,0,0.2059
PAM0004,Equity,2020-06,0.115251,0.120322,-0.005071,667059088.66,21.2056,0,0.5582
PAM0004,Equity,2020-07,0.019379,0.001577,0.017802,725648582.64,20.5047,1,0.0978
PAM0004,Equity,2020-08,0.005141,0.004534,0.000607,716169721.84,21.6152,1,0.0297
PAM0004,Equity,2020-09,0.015708,0.018549,-0.002841,733676060.88,21.9294,0,0.09
PAM0004,Equity,2020-10,0.020764,0.03205,-0.011286,745024794.04,24.644,2,0.1051
PAM0004,Equity,2020-11,0.089708,0.081256,0.008452,772836325.26,26.924,0,0.5533
PAM0004,Equity,2020-12,0.026418,0.019099,0.007319,832783381.78,26.2334,1,0.1656
PAM0004,Equity,2021-01,-0.022333,-0.025509,0.003176,819052263.31,25.6298,0,-0.1452
PAM0004,Equity,2021-02,0.078485,0.068553,0.009932,845524331.01,27.6874,0,0.4566
PAM0004,Equity,2021-03,-0.013501,-0.019522,0.006021,882520845.41,27.2729,0,-0.0713
PAM0004,Equity,2021-04,-0.009188,-0.011326,0.002138,866669265.67,26.9801,0,-0.0468
PAM0004,Equity,2021-05,-0.017779,-0.020609,0.00283,843308726.51,27.7718,1,-0.0774
PAM0004,Equity,2021-06,0.009809,-0.00392,0.013729,855953249.3,28.0235,0,0.0714
PAM0004,Equity,2021-07,0.0228,0.013225,0.009575,870725524.99,28.6419,0,0.1497
PAM0004,Equity,2021-08,-0.07557,-0.08485,0.00928,835826517.42,26.4927,0,-0.3229
PAM0004,Equity,2021-09,0.065214,0.054467,0.010747,840448331.8,26.8288,1,0.3812
PAM0004,Equity,2021-10,-0.007652,-0.008971,0.001319,857459589.1,25.2578,1,-0.0409
PAM0004,Equity,2021-11,0.116616,0.124604,-0.007988,896814419.87,28.3317,0,0.6187
PAM0004,Equity,2021-12,0.005946,0.010748,-0.004802,949172729.1,28.4665,0,0.0359
PAM0004,Equity,2022-01,-0.104424,-0.095322,-0.009102,901858609.99,24.3201,1,-0.5501
PAM0004,Equity,2022-02,-0.075711,-0.072395,-0.003316,822933797.8,22.5185,0,-0.444
PAM0004,Equity,2022-03,-0.023094,-0.039377,0.016283,793119691.05,21.9851,0,-0.1638
PAM0004,Equity,2022-04,0.072544,0.081636,-0.009092,789425304.16,22.4324,1,0.459
PAM0004,Equity,2022-05,0.026136,0.028795,-0.002659,846038629.06,22.9991,0,0.1555
PAM0004,Equity,2022-06,0.011705,-0.007816,0.019521,866097640.24,23.2458,0,0.0742
PAM0004,Equity,2022-07,0.052791,0.017516,0.035275,888470938.81,23.2535,1,0.3166
PAM0004,Equity,2022-08,-0.019514,-0.015212,-0.004302,875826612.69,22.7725,0,-0.11
PAM0004,Equity,2022-09,-0.086432,-0.083273,-0.003159,857651122.28,20.8615,0,-0.5474
PAM0004,Equity,2022-10,0.085833,0.085444,0.000389,851597669.04,22.7046,0,0.5428
PAM0004,Equity,2022-11,0.079551,0.069427,0.010124,932620440.17,24.5429,0,0.4123
PAM0004,Equity,2022-12,0.00822,-0.003219,0.011439,981338074.88,24.7201,0,0.0524
PAM0004,Equity,2023-01,-0.017047,-0.000745,-0.016302,943463247.29,24.2743,0,-0.1027
PAM0004,Equity,2023-02,-0.057049,-0.036648,-0.020401,946812851.48,22.8938,0,-0.2945
PAM0004,Equity,2023-03,0.026313,0.025271,0.001042,901624947.52,23.4675,0,0.1397
PAM0004,Equity,2023-04,-0.047808,-0.062619,0.014811,895367447.88,22.3512,0,-0.3159
PAM0004,Equity,2023-05,-0.05149,-0.077893,0.026403,864692343.17,21.1996,0,-0.2927
PAM0004,Equity,2023-06,-0.015909,-0.027363,0.011454,822603151.3,20.8067,0,-0.0616
PAM0004,Equity,2023-07,0.028163,0.023038,0.005125,825878091.63,22.4259,1,0.1257
PAM0004,Equity,2023-08,-0.003936,-0.010705,0.006769,827175632.51,22.294,0,-0.0185
PAM0004,Equity,2023-09,0.010838,0.000382,0.010456,816715951.27,22.4997,0,0.053
PAM0004,Equity,2023-10,-0.101852,-0.105687,0.003835,775297447.05,21.2983,1,-0.5276
PAM0004,Equity,2023-11,0.015591,0.036977,-0.021386,750143435.93,21.6046,0,0.0879
PAM0004,Equity,2023-12,-0.003023,0.014038,-0.017061,746612626.91,21.5154,0,-0.0181
PAM0004,Equity,2024-01,-0.111199,-0.088277,-0.022922,724371398.08,20.187,1,-0.718
PAM0004,Equity,2024-02,-0.073221,-0.090891,0.01767,645653152.67,18.7308,0,-0.3754
PAM0004,Equity,2024-03,-0.011125,-0.015667,0.004542,636860878.41,18.4949,0,-0.0563
PAM0004,Equity,2024-04,0.116066,0.115699,0.000367,678953502.45,21.7707,1,0.6112
PAM0004,Equity,2024-05,0.0594,0.071609,-0.012209,744374999.96,23.067,0,0.3203
PAM0004,Equity,2024-06,-0.125501,-0.105673,-0.019828,705969044.86,21.3326,1,-0.7566
PAM0004,Equity,2024-07,-0.050075,-0.029099,-0.020976,657393944.93,20.2589,0,-0.2691
PAM0004,Equity,2024-08,-0.02984,-0.019203,-0.010637,648489904.08,19.6255,0,-0.1401
PAM0004,Equity,2024-09,-0.056498,-0.07318,0.016682,609159051.37,17.5847,1,-0.2555
PAM0004,Equity,2024-10,-0.053921,-0.06023,0.006309,569973963.9,16.6359,0,-0.2932
PAM0004,Equity,2024-11,0.054045,0.053718,0.000327,565107930.95,18.4029,1,0.2521
PAM0004,Equity,2024-12,0.015564,0.035702,-0.020138,596026744.54,18.6648,0,0.0842
PAM0005,Equity,2020-01,-0.013977,-0.01126,-0.002717,320811219.85,30.6702,1,-0.0755
PAM0005,Equity,2020-02,-0.019693,0.001325,-0.021018,306923006.54,27.1143,2,-0.1247
PAM0005,Equity,2020-03,-0.030527,-0.037356,0.006829,304891607.7,26.2632,0,-0.1702
PAM0005,Equity,2020-04,-0.088331,-0.096492,0.008161,285128591.67,24.0159,0,-0.5868
PAM0005,Equity,2020-05,-0.04357,-0.025172,-0.018398,267813925.9,22.9507,0,-0.2078
PAM0005,Equity,2020-06,0.082917,0.085118,-0.002201,265017614.94,24.9161,0,0.6892
PAM0005,Equity,2020-07,0.046197,0.0353,0.010897,283652732.11,26.0365,0,0.2066
PAM0005,Equity,2020-08,-0.031195,-0.037155,0.00596,287186794.09,25.2018,0,-0.1687
PAM0005,Equity,2020-09,0.027628,0.022326,0.005302,289118271.66,24.5726,1,0.1404
PAM0005,Equity,2020-10,-0.011054,-0.03,0.018946,288863615.48,24.249,0,-0.0483
PAM0005,Equity,2020-11,0.125608,0.172256,-0.046648,303572869.51,28.822,1,0.6997
PAM0005,Equity,2020-12,0.034133,0.037996,-0.003863,326625282.55,29.7907,0,0.2201
PAM0005,Equity,2021-01,0.018078,0.008316,0.009762,330505412.08,30.2783,0,0.0843
PAM0005,Equity,2021-02,0.007251,-0.032127,0.039378,345884204.28,30.4334,0,0.0305
PAM0005,Equity,2021-03,0.142226,0.139453,0.002773,367935402.59,35.0114,0,0.7265
PAM0005,Equity,2021-04,0.072091,0.077256,-0.005165,396664525.99,37.5705,0,0.3903
PAM0005,Equity,2021-05,-0.066257,-0.063423,-0.002834,391553762.73,35.115,0,-0.3765
PAM0005,Equity,2021-06,-0.068562,-0.034694,-0.033868,371382507.39,32.7491,0,-0.4278
PAM0005,Equity,2021-07,0.015862,0.00327,0.012592,363590521.2,33.2198,0,0.0815
PAM0005,Equity,2021-08,0.039352,0.026557,0.012795,372006062.23,34.4153,2,0.2094
PAM0005,Equity,2021-09,-0.032158,-0.021824,-0.010334,378424335.68,33.2738,0,-0.1669
PAM0005,Equity,2021-10,0.010908,0.013939,-0.003031,370455522.3,33.598,0,0.0623
PAM0005,Equity,2021-11,0.059714,0.047537,0.012177,377832222.69,35.5825,0,0.2564
PAM0005,Equity,2021-12,-0.03658,-0.042369,0.005789,388560412.48,34.2523,0,-0.1989
PAM0005,Equity,2022-01,-0.023501,-0.019686,-0.003815,363624225.21,35.0947,1,-0.1503
PAM0005,Equity,2022-02,0.001891,0.00344,-0.001549,361507247.36,35.1163,0,0.0103
PAM0005,Equity,2022-03,-0.075374,-0.047012,-0.028362,343579212.57,30.9059,1,-0.5193
PAM0005,Equity,2022-04,-0.064937,-0.066276,0.001339,325658075.97,28.9059,0,-0.3005
PAM0005,Equity,2022-05,0.049863,0.043184,0.006679,318898922.93,30.3164,0,0.2178
PAM0005,Equity,2022-06,0.052132,0.049965,0.002167,342135852.57,31.8988,0,0.3072
PAM0005,Equity,2022-07,0.098691,0.116664,-0.017973,371347448.54,35.1393,0,0.4728
PAM0005,Equity,2022-08,0.004894,0.012825,-0.007931,382970398.87,35.2632,0,0.0276
PAM0005,Equity,2022-09,-0.061073,-0.049314,-0.011759,373353515.69,33.1385,0,-0.399
PAM0005,Equity,2022-10,0.023086,0.027166,-0.00408,373909386.86,32.1679,1,0.1186
PAM0005,Equity,2022-11,-0.019024,-0.040476,0.021452,354908298.34,31.5002,0,-0.0882
PAM0005,Equity,2022-12,0.094888,0.109315,-0.014427,374055719.32,34.5643,0,0.4469
PAM0005,Equity,2023-01,0.047623,0.07078,-0.023157,410943794.67,36.2152,0,0.3202
